visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome,cooperation_numeric,outcome_numeric
484,19,2025-12-25,SW-03,Initial Assessment,Proposed Foster Home,Lopez (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
485,19,2026-01-04,SW-09,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Unfavorable,4,1.0
486,19,2026-01-06,SW-19,Routine Follow-Up,Community Center,Diaz (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
487,20,2025-04-07,SW-20,Routine Follow-Up,Community Center,Mendoza (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,,Unfavorable,1,1.0
488,20,2025-04-19,SW-20,Routine Follow-Up,Barangay Office,Cruz (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,True,Follow-up scheduled,Needs Improvement,2,2.0
489,20,2025-07-13,SW-10,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
490,20,2025-07-25,SW-04,Routine Follow-Up,Community Center,Reyes (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable,3,3.0
491,20,2025-08-10,SW-16,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable,4,3.0
492,20,2025-08-18,SW-15,Routine Follow-Up,School,Flores (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable,2,3.0
493,20,2025-08-21,SW-06,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive,3,
494,20,2025-10-05,SW-10,Post-Placement Monitoring,School,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive,4,
495,20,2025-10-10,SW-08,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,Follow-up scheduled,Unfavorable,1,1.0
496,20,2025-11-13,SW-15,Initial Assessment,School,Torres (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,,Favorable,3,3.0
497,20,2025-12-10,SW-08,Routine Follow-Up,Community Center,Rivera (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable,4,3.0
498,20,2026-01-02,SW-11,Emergency,School,Garcia (Parent); Mendoza (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
499,20,2026-01-19,SW-09,Reintegration Assessment,Proposed Foster Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
500,20,2026-03-21,SW-20,Routine Follow-Up,School,Garcia (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
501,20,2026-03-26,SW-20,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
502,20,2026-04-21,SW-11,Reintegration Assessment,Community Center,Mendoza (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable,4,3.0
503,20,2026-04-25,SW-19,Initial Assessment,Family Home,Flores (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Inconclusive,2,
504,20,2026-04-28,SW-08,Routine Follow-Up,Proposed Foster Home,Mendoza (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
505,20,2026-05-18,SW-15,Reintegration Assessment,Church,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable,4,1.0
506,20,2026-05-26,SW-12,Emergency,Proposed Foster Home,Diaz (Parent); Torres (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,,Needs Improvement,3,2.0
507,20,2026-05-29,SW-18,Initial Assessment,Church,Diaz (Parent); Rivera (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable,3,3.0
508,20,2026-07-17,SW-13,Initial Assessment,Barangay Office,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
509,20,2026-07-18,SW-15,Post-Placement Monitoring,Church,Santos (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable,4,1.0
510,20,2026-08-19,SW-06,Routine Follow-Up,Family Home,Reyes (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
511,20,2026-08-21,SW-01,Routine Follow-Up,Church,Reyes (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
512,21,2023-10-09,SW-14,Initial Assessment,Proposed Foster Home,Reyes (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
513,21,2023-10-24,SW-18,Routine Follow-Up,Barangay Office,Cruz (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Inconclusive,2,
514,21,2023-10-29,SW-08,Routine Follow-Up,Family Home,Flores (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
515,21,2023-11-06,SW-04,Initial Assessment,Family Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement,2,2.0
516,21,2023-11-28,SW-16,Initial Assessment,Community Center,Santos (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,True,,Unfavorable,2,1.0
517,21,2024-01-05,SW-02,Post-Placement Monitoring,Community Center,Rivera (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,True,False,Follow-up scheduled,Inconclusive,2,
518,21,2024-01-07,SW-01,Initial Assessment,Family Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
519,21,2024-01-09,SW-09,Initial Assessment,Community Center,Lopez (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement,1,2.0
520,21,2024-04-02,SW-04,Routine Follow-Up,Barangay Office,Flores (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,Follow-up scheduled,Favorable,1,3.0
521,21,2024-06-06,SW-03,Routine Follow-Up,Barangay Office,Diaz (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
522,21,2024-06-29,SW-18,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
523,21,2024-06-29,SW-07,Post-Placement Monitoring,Church,Garcia (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,True,True,,Needs Improvement,1,2.0
524,21,2024-07-08,SW-20,Routine Follow-Up,School,Flores (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Inconclusive,3,
525,21,2024-07-10,SW-03,Reintegration Assessment,School,Lopez (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable,4,3.0
526,21,2024-09-19,SW-09,Routine Follow-Up,Proposed Foster Home,Diaz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable,4,3.0
527,21,2024-10-24,SW-18,Reintegration Assessment,Proposed Foster Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
528,21,2024-10-25,SW-02,Routine Follow-Up,School,Mendoza (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Unfavorable,2,1.0
529,21,2024-12-19,SW-02,Post-Placement Monitoring,Family Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,True,,Unfavorable,2,1.0
530,21,2025-01-06,SW-20,Routine Follow-Up,Community Center,Santos (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Favorable,1,3.0
531,21,2025-01-12,SW-08,Initial Assessment,Family Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement,2,2.0
532,21,2025-02-08,SW-09,Initial Assessment,Family Home,Torres (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
533,21,2025-02-08,SW-05,Post-Placement Monitoring,Community Center,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
534,21,2025-04-01,SW-12,Reintegration Assessment,Proposed Foster Home,Diaz (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,True,True,,Needs Improvement,1,2.0
535,21,2025-05-01,SW-14,Routine Follow-Up,Community Center,Flores (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
536,21,2025-05-05,SW-17,Post-Placement Monitoring,Family Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
537,21,2025-05-10,SW-06,Post-Placement Monitoring,Proposed Foster Home,Reyes (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
538,21,2025-06-02,SW-09,Routine Follow-Up,Church,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,Follow-up scheduled,Favorable,1,3.0
539,21,2025-06-03,SW-03,Routine Follow-Up,School,Santos (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
540,21,2025-06-18,SW-06,Emergency,Proposed Foster Home,Torres (Parent); Torres (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,False,,Favorable,3,3.0
541,21,2025-08-15,SW-08,Routine Follow-Up,Community Center,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,Follow-up scheduled,Inconclusive,1,
542,21,2025-08-26,SW-01,Post-Placement Monitoring,Barangay Office,Diaz (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
543,21,2025-09-17,SW-20,Post-Placement Monitoring,Church,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,,Needs Improvement,3,2.0
544,21,2025-11-14,SW-02,Post-Placement Monitoring,School,Reyes (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
545,21,2025-11-27,SW-15,Post-Placement Monitoring,Proposed Foster Home,Mendoza (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement,3,2.0
